Tanggal,Total 5 Hari (mm),Max Kering 15 Hari,Total 30 Hari (mm),Label sistem
2020-03-23,68.1,6,413.2,hijau
2020-03-24,81.3,6,414.7,hijau
2020-03-25,96.3,6,421.8,hijau
2020-03-26,97.6,6,442.8,hijau
2020-03-27,98.5,6,443.6,hijau
2020-03-28,72.6,6,422.6,hijau
2020-03-29,75.0,6,425.0,hijau
2020-03-30,56.1,6,406.9,hijau
2020-03-31,45.5,6,398.3,hijau
2020-04-01,43.2,5,401.0,hijau
2020-04-02,55.5,4,422.1,hijau
2020-04-03,63.1,3,429.5,hijau
2020-04-04,51.6,2,425.4,hijau
2020-04-05,65.0,2,432.0,hijau
2020-04-06,73.4,2,425.8,hijau
2020-04-07,71.1,3,415.0,hijau
2020-04-08,50.9,4,395.8,hijau
2020-04-09,76.4,4,419.1,hijau
2020-04-10,78.6,4,410.8,hijau
2020-04-11,69.2,4,394.3,hijau
2020-04-12,74.3,4,384.1,hijau
2020-04-13,101.8,4,383.1,hijau
2020-04-14,98.9,4,364.6,hijau
2020-04-15,86.7,4,354.0,hijau
2020-04-16,86.9,4,349.9,hijau
2020-04-17,71.6,4,334.6,hijau
2020-04-18,42.8,4,319.8,hijau
2020-04-19,42.5,4,328.1,hijau
2020-04-20,69.3,3,325.4,hijau
2020-04-21,72.4,3,324.6,hijau
2020-04-22,77.6,4,328.8,hijau
2020-04-23,91.5,5,327.0,hijau
2020-04-24,81.4,5,311.4,hijau
2020-04-25,53.2,5,286.0,kuning
2020-04-26,56.0,5,284.3,kuning
2020-04-27,72.1,5,278.7,kuning
2020-04-28,79.5,5,274.5,kuning
2020-04-29,74.7,5,272.7,kuning
2020-04-30,79.2,6,268.8,kuning
2020-05-01,67.9,7,267.4,kuning
2020-05-02,48.4,8,258.3,kuning
2020-05-03,29.4,8,255.8,kuning
2020-05-04,45.3,8,260.8,kuning
2020-05-05,43.8,8,248.9,kuning
2020-05-06,42.0,8,260.9,kuning
2020-05-07,40.2,8,270.2,kuning
2020-05-08,38.2,8,298.9,kuning
2020-05-09,21.9,8,278.1,kuning
2020-05-10,21.9,7,272.7,kuning
2020-05-11,24.7,7,278.5,kuning
2020-05-12,24.7,8,278.3,kuning
2020-05-13,38.4,9,283.3,kuning
2020-05-14,62.4,10,284.6,kuning
2020-05-15,58.0,11,297.9,kuning
2020-05-16,61.7,11,302.9,kuning
2020-05-17,65.8,11,300.4,kuning
2020-05-18,50.0,11,288.2,kuning
2020-05-19,25.8,11,275.0,merah
2020-05-20,29.9,10,274.2,kuning
2020-05-21,32.0,9,284.4,kuning
2020-05-22,27.4,8,296.3,kuning
2020-05-23,39.0,7,308.2,hijau
2020-05-24,42.8,6,334.2,hijau
2020-05-25,36.0,5,348.1,kuning
2020-05-26,39.2,4,344.0,hijau
2020-05-27,51.8,4,345.8,hijau
2020-05-28,60.8,5,332.8,hijau
2020-05-29,62.8,6,321.3,hijau
2020-05-30,59.3,6,328.9,hijau
2020-05-31,61.3,6,318.3,hijau
2020-06-01,60.3,6,303.4,hijau
2020-06-02,72.5,6,288.1,kuning
2020-06-03,62.6,6,281.6,kuning
2020-06-04,67.6,6,284.4,kuning
2020-06-05,59.6,6,274.0,kuning
2020-06-06,48.3,6,261.9,kuning
2020-06-07,22.6,6,231.8,kuning
2020-06-08,28.3,5,248.7,kuning
2020-06-09,47.1,4,271.0,kuning
2020-06-10,49.1,3,293.4,kuning
2020-06-11,46.9,3,294.9,kuning
2020-06-12,43.3,3,296.7,kuning
2020-06-13,52.8,4,297.5,kuning
2020-06-14,34.3,5,305.3,kuning
2020-06-15,43.2,6,318.8,hijau
2020-06-16,61.7,7,322.1,hijau
2020-06-17,70.0,8,331.1,hijau
2020-06-18,84.9,9,329.6,hijau
2020-06-19,103.8,10,346.2,hijau
2020-06-20,91.6,11,356.7,kuning
2020-06-21,77.0,12,345.7,kuning
2020-06-22,63.6,13,347.9,kuning
2020-06-23,29.9,13,330.7,kuning
2020-06-24,16.8,13,342.2,kuning
2020-06-25,13.5,12,350.7,kuning
2020-06-26,9.3,11,353.9,kuning
2020-06-27,16.1,10,381.4,kuning
2020-06-28,23.1,9,400.8,kuning
2020-06-29,14.7,8,405.7,kuning
2020-06-30,17.1,7,451.7,kuning
2020-07-01,18.8,6,465.8,kuning
2020-07-02,16.2,5,468.5,kuning
2020-07-03,29.7,4,490.0,kuning
2020-07-04,54.2,3,503.1,hijau
2020-07-05,78.9,3,498.2,hijau
2020-07-06,81.3,3,510.0,hijau
2020-07-07,87.4,3,519.7,hijau
2020-07-08,77.0,3,502.4,hijau
2020-07-09,81.4,3,478.1,hijau
2020-07-10,74.6,3,451.0,hijau
2020-07-11,74.1,3,447.7,hijau
2020-07-12,77.8,3,442.1,hijau
2020-07-13,85.0,3,431.6,hijau
2020-07-14,75.3,3,407.9,hijau
2020-07-15,81.2,3,390.9,hijau
2020-07-16,85.3,3,395.7,hijau
2020-07-17,86.8,3,384.1,hijau
2020-07-18,86.0,3,368.0,hijau
2020-07-19,99.8,3,360.8,hijau
2020-07-20,85.5,3,342.2,hijau
2020-07-21,85.1,2,339.1,hijau
2020-07-22,97.1,3,330.8,hijau
2020-07-23,100.0,4,317.7,hijau
2020-07-24,80.2,5,303.6,hijau
2020-07-25,114.5,6,325.0,hijau
2020-07-26,121.2,7,312.5,hijau
2020-07-27,103.2,8,287.0,kuning
2020-07-28,112.3,9,288.0,kuning
2020-07-29,112.1,10,292.7,kuning
2020-07-30,63.6,11,253.0,kuning
2020-07-31,63.0,11,258.8,kuning
2020-08-01,67.5,11,261.7,kuning
2020-08-02,42.1,11,260.8,kuning
2020-08-03,29.3,11,269.1,merah
2020-08-04,31.6,10,306.4,kuning
2020-08-05,19.1,9,287.5,kuning
2020-08-06,9.8,8,286.4,kuning
2020-08-07,6.3,7,313.6,kuning
2020-08-08,11.2,7,314.4,kuning
2020-08-09,14.5,7,331.9,kuning
2020-08-10,22.0,7,352.5,kuning
2020-08-11,19.8,7,362.7,kuning
2020-08-12,21.4,7,389.3,kuning
2020-08-13,28.2,7,402.3,kuning
2020-08-14,32.4,7,426.4,kuning
2020-08-15,28.7,7,418.9,kuning
2020-08-16,33.5,6,420.0,kuning
2020-08-17,35.7,5,426.0,kuning
2020-08-18,42.6,4,420.5,hijau
2020-08-19,68.3,3,417.6,hijau
2020-08-20,58.6,2,430.0,hijau
2020-08-21,53.2,2,448.5,hijau
2020-08-22,70.3,2,451.8,hijau
2020-08-23,69.3,2,441.6,hijau
2020-08-24,42.6,2,427.0,hijau
2020-08-25,67.5,2,442.6,hijau
2020-08-26,77.9,2,465.9,hijau
2020-08-27,85.0,2,459.5,hijau
2020-08-28,88.4,2,454.9,hijau
2020-08-29,117.0,2,462.3,hijau
2020-08-30,91.7,2,447.3,hijau
2020-08-31,92.2,2,443.6,hijau
2020-09-01,95.0,3,421.7,hijau
2020-09-02,74.6,4,408.5,hijau
2020-09-03,57.1,5,403.0,hijau
2020-09-04,84.1,5,420.5,hijau
2020-09-05,86.1,5,420.6,hijau
2020-09-06,81.9,5,403.7,hijau
2020-09-07,99.1,5,408.2,hijau
2020-09-08,109.0,5,426.6,hijau
2020-09-09,88.3,5,440.9,hijau
2020-09-10,77.0,5,457.1,hijau
2020-09-11,58.1,5,461.5,hijau
2020-09-12,46.4,5,470.7,hijau
2020-09-13,23.7,5,449.5,kuning
2020-09-14,39.8,4,446.6,hijau
2020-09-15,62.1,3,457.2,hijau
2020-09-16,61.4,3,456.9,hijau
2020-09-17,63.7,4,454.2,hijau
2020-09-18,77.7,4,455.2,hijau
2020-09-19,71.2,4,449.3,hijau
2020-09-20,70.6,4,427.3,hijau
2020-09-21,78.1,4,424.3,hijau
2020-09-22,82.7,4,425.8,hijau
2020-09-23,77.8,4,419.8,hijau
2020-09-24,72.1,4,415.3,hijau
2020-09-25,55.6,4,401.5,hijau
2020-09-26,47.3,4,407.8,hijau
2020-09-27,42.0,4,408.0,hijau
2020-09-28,57.8,4,397.9,hijau
2020-09-29,64.9,3,397.0,hijau
2020-09-30,69.2,2,396.0,hijau
2020-10-01,77.0,2,396.0,hijau
2020-10-02,74.4,2,393.9,hijau
2020-10-03,80.7,3,373.0,hijau
2020-10-04,104.5,4,368.7,hijau
2020-10-05,122.7,5,369.4,hijau
2020-10-06,139.7,6,378.3,hijau
2020-10-07,161.6,6,387.8,hijau
2020-10-08,131.9,6,350.4,hijau
2020-10-09,94.0,6,317.3,hijau
2020-10-10,77.1,6,304.2,hijau
2020-10-11,53.5,6,306.3,hijau
2020-10-12,29.9,6,289.1,kuning
2020-10-13,29.3,6,286.9,kuning
2020-10-14,42.5,6,300.5,hijau
2020-10-15,32.2,6,295.7,kuning
2020-10-16,28.8,5,305.9,kuning
2020-10-17,35.3,6,325.4,kuning
2020-10-18,42.3,7,326.5,hijau
2020-10-19,37.2,7,322.6,kuning
2020-10-20,44.8,7,334.2,hijau
2020-10-21,61.6,7,352.8,hijau
2020-10-22,64.9,7,360.6,hijau
2020-10-23,55.9,7,359.2,hijau
2020-10-24,53.9,7,385.3,hijau
2020-10-25,50.0,7,404.4,hijau
2020-10-26,35.5,7,402.8,kuning
2020-10-27,27.9,6,399.1,kuning
2020-10-28,33.0,5,415.3,kuning
2020-10-29,36.5,4,434.8,kuning
2020-10-30,42.6,3,444.8,hijau
2020-10-31,59.2,3,463.5,hijau
2020-11-01,68.2,3,464.0,hijau
2020-11-02,58.0,3,462.0,hijau
2020-11-03,53.1,3,461.9,hijau
2020-11-04,57.4,3,460.9,hijau
2020-11-05,67.7,3,449.8,hijau
2020-11-06,62.9,3,449.0,hijau
2020-11-07,68.4,2,450.9,hijau
2020-11-08,77.3,2,449.8,hijau
2020-11-09,68.6,2,446.9,hijau
2020-11-10,53.1,2,419.7,hijau
2020-11-11,66.2,2,412.3,hijau
2020-11-12,69.0,2,420.7,hijau
2020-11-13,64.5,2,421.0,hijau
2020-11-14,70.7,2,426.0,hijau
2020-11-15,75.7,2,409.6,hijau
2020-11-16,70.5,2,397.3,hijau
2020-11-17,75.0,2,402.1,hijau
2020-11-18,99.9,3,423.9,hijau
2020-11-19,114.9,4,422.2,hijau
2020-11-20,111.6,5,425.3,hijau
2020-11-21,103.4,5,427.8,hijau
2020-11-22,112.0,5,422.1,hijau
2020-11-23,103.4,5,394.0,hijau
2020-11-24,90.5,5,377.1,hijau
2020-11-25,96.2,5,371.5,hijau
2020-11-26,92.8,5,382.6,hijau
2020-11-27,79.7,5,367.2,hijau
2020-11-28,63.6,5,368.6,hijau
2020-11-29,58.8,5,352.2,hijau
2020-11-30,45.5,5,347.6,hijau
2020-12-01,53.2,4,355.1,hijau
2020-12-02,46.8,3,365.8,hijau
2020-12-03,41.0,2,368.2,hijau
2020-12-04,43.4,2,369.0,hijau
2020-12-05,37.7,2,379.1,kuning
2020-12-06,26.2,2,374.2,kuning
2020-12-07,38.2,2,377.3,hijau
2020-12-08,48.5,2,374.8,hijau
2020-12-09,47.7,3,373.1,hijau
2020-12-10,42.9,4,378.1,hijau
2020-12-11,51.1,4,394.5,hijau
2020-12-12,50.3,4,387.4,hijau
2020-12-13,67.4,4,385.9,hijau
2020-12-14,66.9,4,408.9,hijau
2020-12-15,91.4,4,425.9,hijau
2020-12-16,101.0,4,421.6,hijau
2020-12-17,95.0,4,412.2,hijau
2020-12-18,70.1,4,382.3,hijau
2020-12-19,69.8,4,388.5,hijau
2020-12-20,57.8,4,365.7,hijau
2020-12-21,58.2,4,361.0,hijau
2020-12-22,57.2,3,363.2,hijau
2020-12-23,78.0,3,357.5,hijau
2020-12-24,65.6,4,348.5,hijau
2020-12-25,72.3,5,362.7,hijau
2020-12-26,65.4,5,344.6,hijau
2020-12-27,78.3,5,351.6,hijau
2020-12-28,63.2,5,331.8,hijau
2020-12-29,75.7,5,342.2,hijau
2020-12-30,77.0,5,326.8,hijau
2020-12-31,72.3,5,313.2,hijau
2021-01-01,58.3,5,297.4,kuning
2021-01-02,47.6,5,306.4,hijau
2021-01-03,47.4,5,297.8,kuning
2021-01-04,36.7,5,288.2,kuning
2021-01-05,46.5,4,285.7,kuning
2021-01-06,48.3,3,286.1,kuning
2021-01-07,59.6,3,289.0,kuning
2021-01-08,83.5,3,280.1,kuning
2021-01-09,90.8,3,266.6,kuning
2021-01-10,78.2,3,242.0,kuning
2021-01-11,75.1,3,232.8,kuning
2021-01-12,63.8,3,222.9,kuning
2021-01-13,46.6,3,189.5,kuning
2021-01-14,31.1,3,179.8,kuning
2021-01-15,40.4,4,169.5,kuning
2021-01-16,45.9,5,164.1,kuning
2021-01-17,45.3,5,163.0,kuning
2021-01-18,29.8,5,147.8,kuning
2021-01-19,54.8,5,158.7,kuning
2021-01-20,41.9,5,146.1,kuning
2021-01-21,45.6,5,139.6,kuning
2021-01-22,52.3,5,140.9,kuning
2021-01-23,59.3,6,141.9,kuning
2021-01-24,36.3,7,112.2,kuning
2021-01-25,34.0,8,110.2,kuning
2021-01-26,24.2,9,106.3,kuning
2021-01-27,37.8,10,119.8,kuning
2021-01-28,31.3,11,116.1,kuning
2021-01-29,38.4,12,141.9,kuning
2021-01-30,44.8,13,145.7,kuning
2021-01-31,47.0,14,144.9,kuning
2021-02-01,30.2,15,130.5,merah
2021-02-02,29.8,15,146.7,merah
2021-02-03,15.1,14,154.7,merah
2021-02-04,2.8,13,139.0,merah
2021-02-05,-5.1,12,153.0,merah
2021-02-06,-6.5,11,169.3,merah
2021-02-07,-7.1,10,185.7,kuning
2021-02-08,4.0,9,200.6,kuning
2021-02-09,5.7,8,219.5,kuning
2021-02-10,6.5,7,235.7,kuning
2021-02-11,4.0,7,243.4,kuning
2021-02-12,4.9,7,264.3,kuning
2021-02-13,10.0,7,276.7,kuning
2021-02-14,17.0,7,289.3,kuning
2021-02-15,21.4,7,311.9,kuning
2021-02-16,23.1,7,336.7,kuning
2021-02-17,23.9,7,346.6,kuning
2021-02-18,8.3,7,345.3,kuning
2021-02-19,5.9,6,356.8,kuning
2021-02-20,12.3,5,369.8,kuning
2021-02-21,31.2,4,380.9,kuning
2021-02-22,33.5,3,405.1,kuning
2021-02-23,66.0,3,422.1,hijau
2021-02-24,69.5,3,444.3,hijau
2021-02-25,62.8,3,443.2,hijau
2021-02-26,48.5,3,436.3,hijau
2021-02-27,61.9,3,449.2,hijau
2021-02-28,51.3,3,431.2,hijau
2021-03-01,38.1,2,448.7,hijau
2021-03-02,55.1,1,470.8,hijau
2021-03-03,69.0,1,480.7,hijau
2021-03-04,68.7,1,468.5,hijau
2021-03-05,61.0,2,479.2,hijau
2021-03-06,83.3,2,500.7,hijau
2021-03-07,77.7,2,483.3,hijau
2021-03-08,67.6,2,462.5,hijau
2021-03-09,71.5,2,447.5,hijau
2021-03-10,80.1,2,463.0,hijau
2021-03-11,75.4,2,454.1,hijau
2021-03-12,82.7,2,446.8,hijau
2021-03-13,97.3,2,447.0,hijau
2021-03-14,87.2,2,445.5,hijau
2021-03-15,78.6,2,435.1,hijau
2021-03-16,84.5,2,427.0,hijau
2021-03-17,79.3,2,411.8,hijau
2021-03-18,67.3,2,387.9,hijau
2021-03-19,82.4,1,403.6,hijau
2021-03-20,85.2,1,411.6,hijau
2021-03-21,93.4,1,394.9,hijau
2021-03-22,85.6,1,390.2,hijau
2021-03-23,86.6,2,377.6,hijau
2021-03-24,77.5,3,354.3,hijau
2021-03-25,75.1,3,368.2,hijau
2021-03-26,73.9,3,348.2,hijau
2021-03-27,90.5,3,356.6,hijau
2021-03-28,93.0,3,345.1,hijau
2021-03-29,81.1,3,338.9,hijau
2021-03-30,99.3,3,345.6,hijau
2021-03-31,90.1,3,327.9,hijau
2021-04-01,67.6,3,330.2,hijau
2021-04-02,50.8,4,328.2,hijau
2021-04-03,47.7,4,341.6,hijau
2021-04-04,44.8,4,322.3,hijau
2021-04-05,36.8,4,314.9,kuning
2021-04-06,41.1,4,324.4,hijau
2021-04-07,52.1,4,353.3,hijau
2021-04-08,69.5,4,364.1,hijau
2021-04-09,52.2,4,349.5,hijau
2021-04-10,48.3,4,355.2,hijau
2021-04-11,47.7,4,360.0,hijau
2021-04-12,38.2,4,356.5,hijau
2021-04-13,45.4,4,356.1,hijau
2021-04-14,55.2,3,349.8,hijau
2021-04-15,52.4,2,359.3,hijau
2021-04-16,57.7,2,373.2,hijau
2021-04-17,56.9,2,374.5,hijau
2021-04-18,33.1,2,359.1,kuning
2021-04-19,41.7,2,375.7,hijau
2021-04-20,46.7,2,400.6,hijau
2021-04-21,52.0,3,395.8,hijau
2021-04-22,54.1,3,398.0,hijau
2021-04-23,62.1,3,398.4,hijau
2021-04-24,52.4,3,373.2,hijau
2021-04-25,53.6,3,367.2,hijau
2021-04-26,64.1,3,351.8,hijau
2021-04-27,76.1,3,348.8,hijau
2021-04-28,83.9,3,348.8,hijau
2021-04-29,76.0,3,352.2,hijau
2021-04-30,77.1,3,351.7,hijau
2021-05-01,61.8,3,330.9,hijau
2021-05-02,75.8,3,342.0,hijau
2021-05-03,70.2,3,331.3,hijau
2021-05-04,72.1,2,327.4,hijau
2021-05-05,77.1,2,322.5,hijau
2021-05-06,76.7,2,326.3,hijau
2021-05-07,55.3,2,327.5,hijau
2021-05-08,61.5,3,326.8,hijau
2021-05-09,52.4,4,316.5,hijau
2021-05-10,52.4,5,309.0,hijau
2021-05-11,61.0,6,302.7,hijau
2021-05-12,56.3,7,305.9,hijau
2021-05-13,48.4,8,288.9,kuning
2021-05-14,81.2,8,294.4,kuning
2021-05-15,93.7,8,290.8,kuning
2021-05-16,80.3,8,274.5,kuning
2021-05-17,80.4,8,276.6,kuning
2021-05-18,72.4,8,292.8,kuning
2021-05-19,39.1,8,265.2,kuning
2021-05-20,13.3,8,246.4,kuning
2021-05-21,8.0,7,247.2,kuning
2021-05-22,4.9,6,247.8,kuning
2021-05-23,12.4,5,282.6,kuning
2021-05-24,31.5,4,292.9,kuning
2021-05-25,38.0,3,322.0,hijau
2021-05-26,43.1,3,325.4,hijau
2021-05-27,69.3,4,322.9,hijau
2021-05-28,66.4,5,325.5,hijau
2021-05-29,51.2,6,322.9,hijau
2021-05-30,47.9,7,327.7,hijau
2021-05-31,57.2,8,330.9,hijau
2021-06-01,61.2,9,322.5,hijau
2021-06-02,65.6,9,316.1,hijau
2021-06-03,61.2,9,315.7,hijau
2021-06-04,63.6,9,322.1,hijau
2021-06-05,53.1,9,314.4,hijau
2021-06-06,33.8,9,302.4,kuning
2021-06-07,23.6,9,321.6,kuning
2021-06-08,30.3,8,353.4,kuning
2021-06-09,34.2,7,347.1,kuning
2021-06-10,32.8,6,343.3,kuning
2021-06-11,27.0,5,343.7,kuning
2021-06-12,52.4,4,363.6,hijau
2021-06-13,52.0,4,379.5,hijau
2021-06-14,49.3,4,387.0,hijau
2021-06-15,53.1,4,397.3,hijau
2021-06-16,51.5,4,401.7,hijau
2021-06-17,62.2,4,379.2,hijau
2021-06-18,66.8,3,373.7,hijau
2021-06-19,89.0,3,366.7,hijau
2021-06-20,86.2,4,362.2,hijau
2021-06-21,80.1,4,364.0,hijau
2021-06-22,55.3,4,332.3,hijau
2021-06-23,61.4,4,326.7,hijau
2021-06-24,43.7,4,323.0,hijau
2021-06-25,48.6,4,342.3,hijau
2021-06-26,68.9,4,349.5,hijau
2021-06-27,57.0,4,332.1,hijau
2021-06-28,44.0,4,316.5,hijau
2021-06-29,42.4,4,310.1,hijau
2021-06-30,40.7,4,309.8,hijau
2021-07-01,41.1,4,305.9,hijau
2021-07-02,71.1,3,314.5,hijau
2021-07-03,99.0,3,337.5,hijau
2021-07-04,88.6,4,351.5,hijau
2021-07-05,82.0,5,342.4,hijau
2021-07-06,75.0,6,327.4,hijau
2021-07-07,65.6,7,296.1,kuning
2021-07-08,56.3,8,290.4,kuning
2021-07-09,74.1,8,292.1,kuning
2021-07-10,86.8,8,291.9,kuning
2021-07-11,85.1,8,296.3,kuning
2021-07-12,68.0,8,286.0,kuning
2021-07-13,46.2,8,280.9,kuning
2021-07-14,29.0,8,279.3,kuning
2021-07-15,18.0,8,270.6,kuning
2021-07-16,13.8,7,278.8,kuning
2021-07-17,15.3,7,295.0,kuning
2021-07-18,19.8,7,304.2,kuning
2021-07-19,45.3,7,323.8,hijau
2021-07-20,66.2,7,359.3,hijau
2021-07-21,65.6,7,386.4,hijau
2021-07-22,55.0,7,411.3,hijau
2021-07-23,51.2,7,411.6,hijau
2021-07-24,30.8,7,396.3,kuning
2021-07-25,16.1,7,383.0,kuning
2021-07-26,25.3,6,383.2,kuning
2021-07-27,39.4,5,421.0,hijau
2021-07-28,65.0,4,424.7,hijau
2021-07-29,83.7,3,424.6,hijau
2021-07-30,73.4,3,423.2,hijau
2021-07-31,62.5,3,413.9,hijau
2021-08-01,52.8,3,416.5,hijau
2021-08-02,51.8,3,394.8,hijau
2021-08-03,29.2,3,375.2,kuning
2021-08-04,31.4,2,407.9,kuning
2021-08-05,44.0,2,411.1,hijau
2021-08-06,55.5,2,410.1,hijau
2021-08-07,46.9,2,385.4,hijau
2021-08-08,61.4,2,385.8,hijau
2021-08-09,65.6,3,392.7,hijau
2021-08-10,67.6,4,391.0,hijau
2021-08-11,76.9,4,401.8,hijau
2021-08-12,69.5,4,391.0,hijau
2021-08-13,73.5,4,389.6,hijau
2021-08-14,106.6,4,391.7,hijau
2021-08-15,121.4,4,399.1,hijau
2021-08-16,131.7,4,394.9,hijau
2021-08-17,127.2,4,385.3,hijau
2021-08-18,117.7,4,364.1,hijau
2021-08-19,90.0,4,323.6,hijau
2021-08-20,62.4,4,306.4,hijau
2021-08-21,64.7,4,303.1,hijau
2021-08-22,64.3,4,325.7,hijau
2021-08-23,59.0,4,317.3,hijau
2021-08-24,56.2,5,305.4,hijau
2021-08-25,56.0,5,307.8,hijau
2021-08-26,35.0,5,270.1,kuning
2021-08-27,35.1,5,267.9,kuning
2021-08-28,34.4,5,279.3,kuning
2021-08-29,58.1,5,293.5,kuning
2021-08-30,59.8,5,304.9,hijau
2021-08-31,46.4,5,306.1,hijau
2021-09-01,42.3,5,321.6,hijau
2021-09-02,39.8,5,330.4,hijau
2021-09-03,16.2,5,327.1,kuning
2021-09-04,23.8,4,319.2,kuning
2021-09-05,47.2,3,316.8,hijau
2021-09-06,52.6,3,317.8,hijau
2021-09-07,65.2,3,325.1,hijau
2021-09-08,64.7,3,321.2,hijau
2021-09-09,75.7,3,320.2,hijau
2021-09-10,70.0,4,300.5,hijau
2021-09-11,63.8,5,294.5,kuning
2021-09-12,48.0,6,294.0,kuning
2021-09-13,38.5,6,292.9,kuning
2021-09-14,28.6,6,279.2,kuning
2021-09-15,39.9,6,264.3,kuning
2021-09-16,67.7,6,265.0,kuning
2021-09-17,70.9,6,270.7,kuning
2021-09-18,71.8,6,276.3,kuning
2021-09-19,63.9,6,281.2,kuning
2021-09-20,31.7,6,267.1,kuning
2021-09-21,6.5,6,246.2,kuning
2021-09-22,21.1,5,265.1,kuning
2021-09-23,44.3,5,276.5,kuning
2021-09-24,53.1,5,282.6,kuning
2021-09-25,71.0,5,297.3,kuning
2021-09-26,88.8,5,314.1,hijau
2021-09-27,85.4,5,320.0,hijau
2021-09-28,91.6,5,307.3,hijau
2021-09-29,74.0,5,309.3,hijau
2021-09-30,57.0,5,292.4,kuning
2021-10-01,38.5,5,285.3,kuning
2021-10-02,34.4,5,296.5,kuning
2021-10-03,10.3,6,275.3,kuning
2021-10-04,24.9,6,295.6,kuning
2021-10-05,30.9,6,311.8,kuning
2021-10-06,29.3,6,338.2,kuning
2021-10-07,34.2,6,345.9,kuning
2021-10-08,36.4,6,363.4,kuning
2021-10-09,34.7,6,366.1,kuning
2021-10-10,33.9,6,400.7,kuning
2021-10-11,34.2,6,432.1,kuning
2021-10-12,24.7,6,421.6,kuning
2021-10-13,21.9,5,427.6,kuning
2021-10-14,30.6,4,435.0,kuning
2021-10-15,42.6,3,437.0,hijau
2021-10-16,48.9,2,439.7,hijau
2021-10-17,65.3,2,446.2,hijau
2021-10-18,72.0,2,446.7,hijau
2021-10-19,65.3,2,431.6,hijau
2021-10-20,61.9,2,443.6,hijau
2021-10-21,74.4,2,443.3,hijau
2021-10-22,76.0,2,448.4,hijau
2021-10-23,75.1,2,450.2,hijau
2021-10-24,79.8,1,448.2,hijau
2021-10-25,66.1,1,437.5,hijau
2021-10-26,60.0,1,442.1,hijau
2021-10-27,62.0,1,426.4,hijau
2021-10-28,59.7,2,422.4,hijau
2021-10-29,60.3,2,409.0,hijau
2021-10-30,76.4,2,417.0,hijau
2021-10-31,91.4,2,415.8,hijau
2021-11-01,83.8,3,396.8,hijau
2021-11-02,98.4,4,410.3,hijau
2021-11-03,95.3,5,405.2,hijau
2021-11-04,119.8,5,434.0,hijau
2021-11-05,123.2,5,405.1,hijau
2021-11-06,109.9,5,398.4,hijau
2021-11-07,100.6,5,391.9,hijau
2021-11-08,103.6,5,378.1,hijau
2021-11-09,70.1,5,342.0,hijau
2021-11-10,41.8,5,317.3,hijau
2021-11-11,49.3,5,330.5,hijau
2021-11-12,41.0,5,347.5,hijau
2021-11-13,27.2,5,341.5,kuning
2021-11-14,49.3,4,354.0,hijau
2021-11-15,52.5,4,372.9,hijau
2021-11-16,67.5,4,377.8,hijau
2021-11-17,75.6,4,388.4,hijau
2021-11-18,81.9,4,401.9,hijau
2021-11-19,55.8,4,403.2,hijau
2021-11-20,73.2,4,440.2,hijau
2021-11-21,54.0,4,445.3,hijau
2021-11-22,47.3,4,436.6,hijau
2021-11-23,40.6,4,439.2,hijau
2021-11-24,45.6,4,453.5,hijau
2021-11-25,33.7,4,445.8,kuning
2021-11-26,32.4,3,445.7,kuning
2021-11-27,47.6,3,441.2,hijau
2021-11-28,56.6,3,443.6,hijau
2021-11-29,93.4,3,451.9,hijau
2021-11-30,80.8,3,444.5,hijau
2021-12-01,85.4,3,445.3,hijau
2021-12-02,79.9,3,431.4,hijau
2021-12-03,68.2,3,439.8,hijau
2021-12-04,27.9,3,418.9,kuning
2021-12-05,35.3,3,450.5,kuning
2021-12-06,42.0,3,450.5,hijau
2021-12-07,56.2,3,434.3,hijau
2021-12-08,67.1,2,438.7,hijau
2021-12-09,82.1,2,453.4,hijau
2021-12-10,97.5,2,450.9,hijau
2021-12-11,96.6,2,458.5,hijau
2021-12-12,81.8,2,446.1,hijau
2021-12-13,87.6,3,471.3,hijau
2021-12-14,98.5,4,457.0,hijau
2021-12-15,119.7,5,438.3,hijau
2021-12-16,135.0,6,433.2,hijau
2021-12-17,123.8,7,418.6,hijau
2021-12-18,119.2,7,405.6,hijau
2021-12-19,106.0,7,380.9,hijau
2021-12-20,78.8,7,350.5,hijau
2021-12-21,54.3,7,336.4,hijau
2021-12-22,51.9,7,367.6,hijau
2021-12-23,45.0,7,353.2,hijau
2021-12-24,44.0,7,344.9,hijau
2021-12-25,32.4,7,336.3,kuning
2021-12-26,32.1,6,338.8,kuning
2021-12-27,37.8,5,347.7,kuning
2021-12-28,52.8,4,348.5,hijau
2021-12-29,60.4,3,336.9,hijau
2021-12-30,86.8,3,334.7,hijau
2021-12-31,90.5,3,328.8,hijau
2022-01-01,82.8,4,337.6,hijau
2022-01-02,67.1,5,324.2,hijau
2022-01-03,62.4,6,313.4,hijau
2022-01-04,35.7,7,302.1,kuning
2022-01-05,50.0,7,302.6,hijau
2022-01-06,68.0,7,325.9,hijau
2022-01-07,99.6,7,334.3,hijau
2022-01-08,85.7,7,350.6,hijau
2022-01-09,84.9,7,352.1,hijau
2022-01-10,71.4,7,330.2,hijau
2022-01-11,54.2,7,325.9,hijau
2022-01-12,21.9,7,309.4,kuning
2022-01-13,22.4,7,333.9,kuning
2022-01-14,31.9,8,335.1,kuning
2022-01-15,38.1,9,325.1,hijau
