Tanggal,Total 5 Hari (mm),Max Kering 15 Hari,Total 30 Hari (mm),Label sistem
2022-01-16,72.8,9,335.3,hijau
2022-01-17,66.8,9,330.1,hijau
2022-01-18,70.1,9,345.2,hijau
2022-01-19,64.6,9,346.6,hijau
2022-01-20,56.7,9,336.2,hijau
2022-01-21,32.0,9,302.3,kuning
2022-01-22,40.3,8,303.3,hijau
2022-01-23,36.0,7,291.6,kuning
2022-01-24,30.8,6,283.6,kuning
2022-01-25,22.1,5,296.1,kuning
2022-01-26,27.8,4,290.6,kuning
2022-01-27,28.5,3,289.7,kuning
2022-01-28,36.9,2,299.0,kuning
2022-01-29,54.1,2,301.9,hijau
2022-01-30,64.3,2,304.5,hijau
2022-01-31,71.1,3,314.7,hijau
2022-02-01,77.2,4,322.3,hijau
2022-02-02,99.5,4,315.1,hijau
2022-02-03,85.7,4,308.4,hijau
2022-02-04,77.6,4,298.3,kuning
2022-02-05,68.0,4,295.5,kuning
2022-02-06,74.7,4,313.1,hijau
2022-02-07,69.0,5,290.5,kuning
2022-02-08,68.0,6,289.4,kuning
2022-02-09,66.2,6,300.1,hijau
2022-02-10,63.6,6,310.1,hijau
2022-02-11,42.6,6,292.4,kuning
2022-02-12,33.7,6,274.3,kuning
2022-02-13,43.4,6,279.7,kuning
2022-02-14,49.3,6,296.3,kuning
2022-02-15,39.8,6,289.3,kuning
2022-02-16,40.0,6,308.0,hijau
2022-02-17,16.5,6,320.4,kuning
2022-02-18,1.6,5,335.7,kuning
2022-02-19,16.6,4,337.5,kuning
2022-02-20,20.3,3,355.8,kuning
2022-02-21,26.7,2,358.0,kuning
2022-02-22,43.4,2,362.8,hijau
2022-02-23,49.1,2,363.1,hijau
2022-02-24,30.5,2,349.5,kuning
2022-02-25,52.0,2,347.6,hijau
2022-02-26,61.0,2,347.8,hijau
2022-02-27,53.0,2,339.2,hijau
2022-02-28,60.6,3,334.5,hijau
2022-03-01,58.1,4,333.3,hijau
2022-03-02,51.8,5,310.1,hijau
2022-03-03,68.0,5,294.7,kuning
2022-03-04,74.9,5,292.5,kuning
2022-03-05,66.8,5,283.1,kuning
2022-03-06,79.4,5,288.9,kuning
2022-03-07,82.6,5,269.3,kuning
2022-03-08,54.0,5,241.4,kuning
2022-03-09,52.8,5,234.5,kuning
2022-03-10,58.2,5,246.2,kuning
2022-03-11,62.4,5,239.5,kuning
2022-03-12,42.8,5,219.8,kuning
2022-03-13,58.2,6,223.9,kuning
2022-03-14,79.8,7,248.9,kuning
2022-03-15,99.4,8,234.6,kuning
2022-03-16,90.5,9,234.1,kuning
2022-03-17,106.4,10,237.1,kuning
2022-03-18,90.0,11,230.4,kuning
2022-03-19,58.9,12,203.8,kuning
2022-03-20,28.9,13,181.4,merah
2022-03-21,28.5,14,189.1,merah
2022-03-22,12.0,15,188.0,merah
2022-03-23,16.5,15,201.5,merah
2022-03-24,19.8,15,211.7,merah
2022-03-25,20.5,14,215.2,merah
2022-03-26,14.3,13,221.3,merah
2022-03-27,14.4,12,232.3,merah
2022-03-28,8.0,11,244.4,merah
2022-03-29,6.3,10,248.5,kuning
2022-03-30,9.2,9,259.1,kuning
2022-03-31,13.8,8,266.8,kuning
2022-04-01,11.1,7,269.9,kuning
2022-04-02,14.6,6,277.8,kuning
2022-04-03,17.0,5,294.2,kuning
2022-04-04,29.9,6,320.9,kuning
2022-04-05,30.0,6,324.5,kuning
2022-04-06,33.1,6,333.5,kuning
2022-04-07,36.6,6,355.1,kuning
2022-04-08,67.2,6,363.7,hijau
2022-04-09,46.7,6,359.4,hijau
2022-04-10,57.0,6,362.2,hijau
2022-04-11,60.1,6,358.5,hijau
2022-04-12,64.7,6,362.1,hijau
2022-04-13,34.7,6,363.8,kuning
2022-04-14,46.1,5,377.4,hijau
2022-04-15,45.5,4,366.6,hijau
2022-04-16,57.3,4,360.5,hijau
2022-04-17,61.1,4,359.8,hijau
2022-04-18,66.7,4,386.1,hijau
2022-04-19,62.8,4,382.5,hijau
2022-04-20,60.8,4,374.9,hijau
2022-04-21,56.4,4,357.1,hijau
2022-04-22,59.5,4,343.5,hijau
2022-04-23,56.6,3,336.2,hijau
2022-04-24,64.4,3,352.1,hijau
2022-04-25,59.8,3,349.9,hijau
2022-04-26,52.0,4,347.4,hijau
2022-04-27,41.4,5,356.5,hijau
2022-04-28,52.0,5,350.7,hijau
2022-04-29,71.0,5,343.2,hijau
2022-04-30,71.5,5,365.8,hijau
2022-05-01,74.7,5,362.6,hijau
2022-05-02,91.9,5,364.7,hijau
2022-05-03,86.5,5,353.3,hijau
2022-05-04,68.4,5,338.4,hijau
2022-05-05,67.7,5,359.7,hijau
2022-05-06,58.0,5,381.8,hijau
2022-05-07,43.5,5,362.1,hijau
2022-05-08,67.3,5,353.2,hijau
2022-05-09,64.7,5,342.3,hijau
2022-05-10,61.4,5,336.5,hijau
2022-05-11,62.1,5,344.7,hijau
2022-05-12,62.4,5,342.7,hijau
2022-05-13,57.0,5,329.8,hijau
2022-05-14,51.2,5,350.0,hijau
2022-05-15,53.8,5,363.3,hijau
2022-05-16,54.0,5,376.6,hijau
2022-05-17,44.9,5,385.4,hijau
2022-05-18,16.8,5,373.2,kuning
2022-05-19,32.4,4,373.5,kuning
2022-05-20,35.8,3,388.9,kuning
2022-05-21,46.7,3,406.0,hijau
2022-05-22,72.5,3,408.8,hijau
2022-05-23,71.1,3,414.4,hijau
2022-05-24,55.4,3,402.7,hijau
2022-05-25,75.7,4,405.8,hijau
2022-05-26,67.2,5,418.2,hijau
2022-05-27,49.6,6,402.4,hijau
2022-05-28,54.5,6,410.1,hijau
2022-05-29,66.2,6,408.9,hijau
2022-05-30,65.3,6,380.1,hijau
2022-05-31,93.8,6,421.5,hijau
2022-06-01,89.3,6,443.8,hijau
2022-06-02,86.4,6,450.4,hijau
2022-06-03,72.4,6,435.8,hijau
2022-06-04,44.5,6,414.8,hijau
2022-06-05,21.0,6,385.4,kuning
2022-06-06,24.1,5,389.1,kuning
2022-06-07,43.9,4,389.0,hijau
2022-06-08,72.3,3,388.8,hijau
2022-06-09,88.2,3,384.6,hijau
2022-06-10,93.9,3,382.5,hijau
2022-06-11,105.0,3,379.8,hijau
2022-06-12,100.4,3,358.2,hijau
2022-06-13,74.7,3,337.8,hijau
2022-06-14,79.4,4,341.8,hijau
2022-06-15,83.4,4,331.0,hijau
2022-06-16,68.3,4,313.3,hijau
2022-06-17,57.9,4,292.4,kuning
2022-06-18,61.6,4,289.0,kuning
2022-06-19,52.7,4,272.4,kuning
2022-06-20,58.9,4,260.2,kuning
2022-06-21,66.1,5,271.3,kuning
2022-06-22,66.9,6,271.5,kuning
2022-06-23,61.6,7,263.0,kuning
2022-06-24,50.1,8,262.3,kuning
2022-06-25,70.4,9,250.3,kuning
2022-06-26,91.0,10,264.8,kuning
2022-06-27,94.8,11,299.4,kuning
2022-06-28,93.1,11,313.4,kuning
2022-06-29,99.9,11,320.8,kuning
2022-06-30,57.8,11,277.7,kuning
2022-07-01,34.6,11,265.2,kuning
2022-07-02,25.1,10,268.5,kuning
2022-07-03,25.4,9,271.1,kuning
2022-07-04,14.3,8,267.3,kuning
2022-07-05,18.0,7,295.2,kuning
2022-07-06,14.8,6,318.2,kuning
2022-07-07,13.1,6,317.7,kuning
2022-07-08,21.3,6,324.4,kuning
2022-07-09,45.3,6,335.3,hijau
2022-07-10,42.4,6,338.3,hijau
2022-07-11,38.5,6,338.0,hijau
2022-07-12,34.6,6,334.8,kuning
2022-07-13,25.9,6,326.5,kuning
2022-07-14,10.0,6,310.8,kuning
2022-07-15,12.7,5,315.0,kuning
2022-07-16,26.3,4,329.7,kuning
2022-07-17,37.1,3,332.8,kuning
2022-07-18,35.6,2,330.7,kuning
2022-07-19,42.7,2,325.3,hijau
2022-07-20,49.0,2,321.5,hijau
2022-07-21,59.6,2,310.0,hijau
2022-07-22,94.7,2,304.6,hijau
2022-07-23,112.0,2,328.6,hijau
2022-07-24,108.6,3,349.6,hijau
2022-07-25,97.8,4,342.9,hijau
2022-07-26,91.4,5,343.7,hijau
2022-07-27,63.9,6,307.2,hijau
2022-07-28,50.8,7,326.9,hijau
2022-07-29,46.4,8,334.9,hijau
2022-07-30,75.3,9,346.1,hijau
2022-07-31,87.6,9,350.0,hijau
2022-08-01,74.3,9,357.9,hijau
2022-08-02,78.7,9,360.0,hijau
2022-08-03,82.3,9,362.7,hijau
2022-08-04,61.1,9,361.1,hijau
2022-08-05,34.5,9,339.3,kuning
2022-08-06,30.3,8,341.6,kuning
2022-08-07,23.4,7,336.1,kuning
2022-08-08,20.8,6,330.1,kuning
2022-08-09,19.0,6,324.3,kuning
2022-08-10,30.2,6,322.5,kuning
2022-08-11,32.6,6,329.2,kuning
2022-08-12,30.2,6,326.8,kuning
2022-08-13,24.4,6,325.6,kuning
2022-08-14,19.2,6,324.4,kuning
2022-08-15,6.6,6,309.1,kuning
2022-08-16,8.9,5,318.4,kuning
2022-08-17,33.5,4,319.5,kuning
2022-08-18,67.0,3,320.9,hijau
2022-08-19,70.4,2,341.9,hijau
2022-08-20,93.2,2,355.3,hijau
2022-08-21,97.3,2,374.5,hijau
2022-08-22,110.3,3,350.7,hijau
2022-08-23,93.9,4,321.2,hijau
2022-08-24,101.0,5,333.7,hijau
2022-08-25,97.8,6,331.8,hijau
2022-08-26,114.6,7,324.0,hijau
2022-08-27,83.9,8,293.1,kuning
2022-08-28,74.2,9,279.9,kuning
2022-08-29,90.3,10,274.1,kuning
2022-08-30,76.9,11,269.5,kuning
2022-08-31,58.0,11,278.2,kuning
2022-09-01,54.8,11,283.7,kuning
2022-09-02,49.7,11,282.5,kuning
2022-09-03,24.3,11,264.4,merah
2022-09-04,17.8,10,285.4,kuning
2022-09-05,17.8,9,292.5,kuning
2022-09-06,14.1,8,311.0,kuning
2022-09-07,16.4,7,338.9,kuning
2022-09-08,19.2,6,340.2,kuning
2022-09-09,16.8,5,350.2,kuning
2022-09-10,21.8,4,345.9,kuning
2022-09-11,22.8,3,351.4,kuning
2022-09-12,19.8,3,355.6,kuning
2022-09-13,36.7,4,353.6,kuning
2022-09-14,52.8,4,361.8,hijau
2022-09-15,64.9,4,356.4,hijau
2022-09-16,64.7,4,382.9,hijau
2022-09-17,67.3,4,408.8,hijau
2022-09-18,62.2,4,423.2,hijau
2022-09-19,69.8,4,403.8,hijau
2022-09-20,46.8,4,374.4,hijau
2022-09-21,52.7,4,381.4,hijau
2022-09-22,52.6,4,408.8,hijau
2022-09-23,41.5,4,402.4,hijau
2022-09-24,35.5,4,380.6,kuning
2022-09-25,68.7,3,400.0,hijau
2022-09-26,74.5,3,397.8,hijau
2022-09-27,76.8,3,410.7,hijau
2022-09-28,80.6,4,421.8,hijau
2022-09-29,92.8,5,420.3,hijau
2022-09-30,72.3,6,410.8,hijau
2022-10-01,82.1,6,406.2,hijau
2022-10-02,106.1,6,428.7,hijau
2022-10-03,100.0,6,425.5,hijau
2022-10-04,82.6,6,401.7,hijau
2022-10-05,71.3,6,392.0,hijau
2022-10-06,54.5,6,382.4,hijau
2022-10-07,33.1,6,385.6,kuning
2022-10-08,32.6,6,386.3,kuning
2022-10-09,28.4,6,379.8,kuning
2022-10-10,32.4,5,391.8,kuning
2022-10-11,54.3,4,393.5,hijau
2022-10-12,72.9,3,407.7,hijau
2022-10-13,106.3,3,428.9,hijau
2022-10-14,94.8,3,445.7,hijau
2022-10-15,82.8,3,460.8,hijau
2022-10-16,63.2,3,458.8,hijau
2022-10-17,67.3,3,452.0,hijau
2022-10-18,41.4,3,448.6,hijau
2022-10-19,46.6,2,472.2,hijau
2022-10-20,72.4,3,515.4,hijau
2022-10-21,69.1,3,520.6,hijau
2022-10-22,54.5,3,520.2,hijau
2022-10-23,60.8,3,513.7,hijau
2022-10-24,75.3,3,527.8,hijau
2022-10-25,79.6,3,521.8,hijau
2022-10-26,82.9,4,545.3,hijau
2022-10-27,94.9,4,559.5,hijau
2022-10-28,84.3,4,547.8,hijau
2022-10-29,74.1,4,534.9,hijau
2022-10-30,53.4,4,524.6,hijau
2022-10-31,58.3,4,516.4,hijau
2022-11-01,62.9,4,509.5,hijau
2022-11-02,60.9,4,517.9,hijau
2022-11-03,60.7,4,524.1,hijau
2022-11-04,71.1,4,532.7,hijau
2022-11-05,65.6,4,535.3,hijau
2022-11-06,55.2,4,529.1,hijau
2022-11-07,75.1,3,540.2,hijau
2022-11-08,94.2,2,553.7,hijau
2022-11-09,101.4,1,542.2,hijau
2022-11-10,119.6,1,546.7,hijau
2022-11-11,117.2,1,533.7,hijau
2022-11-12,126.0,1,539.4,hijau
2022-11-13,121.3,2,550.1,hijau
2022-11-14,137.4,3,548.2,hijau
2022-11-15,125.1,4,552.5,hijau
2022-11-16,135.6,4,560.8,hijau
2022-11-17,106.5,4,530.7,hijau
2022-11-18,102.2,4,506.1,hijau
2022-11-19,78.8,4,486.8,hijau
2022-11-20,93.8,4,494.6,hijau
2022-11-21,93.7,4,468.8,hijau
2022-11-22,94.9,4,467.9,hijau
2022-11-23,82.3,4,462.6,hijau
2022-11-24,82.4,4,460.4,hijau
2022-11-25,54.1,4,433.0,hijau
2022-11-26,44.9,4,402.1,hijau
2022-11-27,54.5,3,398.0,hijau
2022-11-28,63.3,3,391.0,hijau
2022-11-29,61.5,3,385.2,hijau
2022-11-30,77.2,3,405.7,hijau
2022-12-01,82.6,3,391.8,hijau
2022-12-02,83.1,3,387.8,hijau
2022-12-03,90.3,3,374.4,hijau
2022-12-04,80.6,3,364.2,hijau
2022-12-05,77.0,3,362.2,hijau
2022-12-06,59.7,3,351.0,hijau
2022-12-07,74.4,3,344.1,hijau
2022-12-08,90.6,3,325.8,hijau
2022-12-09,107.3,4,339.3,hijau
2022-12-10,125.4,5,343.0,hijau
2022-12-11,144.3,6,348.1,hijau
2022-12-12,117.3,7,322.8,hijau
2022-12-13,77.3,8,303.3,hijau
2022-12-14,76.0,9,299.8,kuning
2022-12-15,67.2,9,279.3,kuning
2022-12-16,43.6,9,257.4,kuning
2022-12-17,43.7,9,270.1,kuning
2022-12-18,58.7,9,291.5,kuning
2022-12-19,52.4,9,290.3,kuning
2022-12-20,32.2,9,283.8,kuning
2022-12-21,27.0,8,290.6,kuning
2022-12-22,24.9,7,296.7,kuning
2022-12-23,10.8,6,296.3,kuning
2022-12-24,7.2,5,312.9,kuning
2022-12-25,26.8,4,337.8,kuning
2022-12-26,34.6,4,366.0,kuning
2022-12-27,44.3,4,382.8,hijau
2022-12-28,46.7,4,390.3,hijau
2022-12-29,40.5,4,382.6,hijau
2022-12-30,33.7,4,392.4,kuning
2022-12-31,41.7,3,394.3,hijau
2023-01-01,39.4,2,383.1,hijau
2023-01-02,41.7,2,396.4,hijau
2023-01-03,55.8,2,404.4,hijau
2023-01-04,57.7,2,396.9,hijau
2023-01-05,56.9,2,382.2,hijau
2023-01-06,53.1,3,373.3,hijau
2023-01-07,68.1,4,378.1,hijau
2023-01-08,67.8,4,386.4,hijau
2023-01-09,61.8,4,380.0,hijau
2023-01-10,53.5,4,363.9,hijau
2023-01-11,64.6,4,357.8,hijau
2023-01-12,65.6,4,352.8,hijau
2023-01-13,66.5,4,365.6,hijau
2023-01-14,71.7,4,367.9,hijau
2023-01-15,76.9,4,381.0,hijau
2023-01-16,70.3,4,378.2,hijau
2023-01-17,63.5,4,357.9,hijau
2023-01-18,75.1,4,361.3,hijau
2023-01-19,86.1,5,345.9,hijau
2023-01-20,102.4,6,334.3,hijau
2023-01-21,111.0,7,327.0,hijau
2023-01-22,104.8,8,324.4,hijau
2023-01-23,76.9,8,306.4,hijau
2023-01-24,81.4,8,291.4,kuning
2023-01-25,62.9,8,292.3,kuning
2023-01-26,44.6,8,277.2,kuning
2023-01-27,52.8,8,276.9,kuning
2023-01-28,62.3,8,275.3,kuning
2023-01-29,38.1,8,246.2,kuning
2023-01-30,29.6,7,238.0,kuning
2023-01-31,29.6,6,262.4,kuning
2023-02-01,23.5,5,269.2,kuning
2023-02-02,37.7,4,266.5,kuning
2023-02-03,40.8,3,295.6,kuning
2023-02-04,38.5,3,309.1,hijau
2023-02-05,37.6,3,318.7,kuning
2023-02-06,42.8,4,324.7,hijau
2023-02-07,47.0,5,324.8,hijau
2023-02-08,49.7,6,317.9,hijau
2023-02-09,70.7,6,345.3,hijau
2023-02-10,85.0,6,363.6,hijau
2023-02-11,70.7,6,372.8,hijau
2023-02-12,62.2,6,363.9,hijau
2023-02-13,49.7,6,377.6,hijau
2023-02-14,30.2,6,369.8,kuning
2023-02-15,19.2,6,369.5,kuning
2023-02-16,29.9,6,373.3,kuning
2023-02-17,20.1,6,359.9,kuning
2023-02-18,31.7,5,360.9,kuning
2023-02-19,60.3,5,368.9,hijau
2023-02-20,61.2,5,379.5,hijau
2023-02-21,57.3,5,381.3,hijau
2023-02-22,45.8,5,374.6,hijau
2023-02-23,36.1,5,372.2,kuning
2023-02-24,8.6,5,356.6,kuning
2023-02-25,29.8,4,364.6,kuning
2023-02-26,45.1,3,367.1,hijau
2023-02-27,53.5,2,374.2,hijau
2023-02-28,87.6,2,388.6,hijau
2023-03-01,100.8,2,391.2,hijau
2023-03-02,85.9,2,396.7,hijau
2023-03-03,79.0,2,390.0,hijau
2023-03-04,96.1,2,404.0,hijau
2023-03-05,63.1,3,386.9,hijau
2023-03-06,74.7,4,387.7,hijau
2023-03-07,82.5,4,377.6,hijau
2023-03-08,90.8,4,391.3,hijau
2023-03-09,86.2,4,372.6,hijau
2023-03-10,109.4,4,380.3,hijau
2023-03-11,95.3,4,366.2,hijau
2023-03-12,90.9,4,368.1,hijau
2023-03-13,71.1,5,362.1,hijau
2023-03-14,58.2,6,347.6,hijau
2023-03-15,33.0,7,335.5,kuning
2023-03-16,29.2,8,325.1,kuning
2023-03-17,29.2,8,314.3,kuning
2023-03-18,37.8,8,318.8,kuning
2023-03-19,34.8,8,321.1,kuning
2023-03-20,42.9,8,320.6,hijau
2023-03-21,48.0,8,318.9,hijau
2023-03-22,46.3,8,314.7,hijau
2023-03-23,43.1,8,309.3,hijau
2023-03-24,45.4,7,311.1,hijau
2023-03-25,52.6,6,310.8,hijau
2023-03-26,43.3,5,323.3,hijau
2023-03-27,62.0,4,316.2,hijau
2023-03-28,68.1,3,330.6,hijau
2023-03-29,83.3,3,334.7,hijau
2023-03-30,85.9,3,336.6,hijau
2023-03-31,97.3,4,364.5,hijau
2023-04-01,66.7,5,341.1,hijau
2023-04-02,80.4,5,341.0,hijau
2023-04-03,64.7,5,323.0,hijau
2023-04-04,56.4,5,319.6,hijau
2023-04-05,53.1,5,314.2,hijau
2023-04-06,73.0,5,315.9,hijau
2023-04-07,61.6,5,297.8,kuning
2023-04-08,61.2,5,313.6,hijau
2023-04-09,64.6,6,331.1,hijau
2023-04-10,54.2,6,349.6,hijau
2023-04-11,37.1,6,331.0,kuning
2023-04-12,27.8,6,311.0,kuning
2023-04-13,31.7,6,302.5,kuning
2023-04-14,18.1,6,292.8,kuning
2023-04-15,23.0,6,292.9,kuning
2023-04-16,29.5,6,291.6,kuning
2023-04-17,28.3,6,290.1,kuning
2023-04-18,24.8,6,282.5,kuning
2023-04-19,33.1,5,286.2,kuning
2023-04-20,52.5,4,281.9,kuning
2023-04-21,47.8,3,286.4,kuning
2023-04-22,64.4,3,291.3,kuning
2023-04-23,69.0,3,297.3,kuning
2023-04-24,78.3,3,288.6,kuning
2023-04-25,84.5,3,276.6,kuning
2023-04-26,86.9,3,272.1,kuning
2023-04-27,78.4,3,254.2,kuning
2023-04-28,71.6,3,249.9,kuning
2023-04-29,68.9,4,238.7,kuning
2023-04-30,47.0,5,212.1,kuning
2023-05-01,41.5,6,214.2,kuning
2023-05-02,37.2,7,199.7,kuning
2023-05-03,55.3,8,205.0,kuning
2023-05-04,68.0,9,198.0,kuning
2023-05-05,88.5,10,188.3,kuning
2023-05-06,88.1,10,193.7,kuning
2023-05-07,74.8,10,200.8,kuning
2023-05-08,50.0,10,186.8,kuning
2023-05-09,26.4,10,173.8,kuning
2023-05-10,-2.5,10,145.2,kuning
2023-05-11,-2.2,9,147.5,kuning
2023-05-12,6.9,8,161.8,kuning
2023-05-13,11.7,7,192.4,kuning
2023-05-14,11.5,6,193.8,kuning
2023-05-15,12.0,5,191.2,kuning
2023-05-16,24.2,6,188.4,kuning
2023-05-17,29.5,7,179.8,kuning
2023-05-18,39.6,8,184.4,kuning
2023-05-19,35.6,9,182.9,kuning
2023-05-20,47.1,10,190.7,kuning
2023-05-21,33.6,11,179.7,kuning
2023-05-22,27.3,11,168.2,merah
2023-05-23,21.6,11,156.7,merah
2023-05-24,28.4,11,164.3,merah
2023-05-25,20.0,11,154.2,merah
2023-05-26,29.0,10,177.4,kuning
2023-05-27,24.0,9,181.8,kuning
2023-05-28,26.8,8,185.3,kuning
2023-05-29,28.2,7,201.3,kuning
2023-05-30,23.1,6,199.7,kuning
2023-05-31,21.0,5,204.5,kuning
2023-06-01,38.2,5,219.2,kuning
2023-06-02,37.1,5,251.9,kuning
2023-06-03,43.7,6,256.4,kuning
2023-06-04,45.4,7,261.7,kuning
2023-06-05,42.0,8,258.5,kuning
2023-06-06,35.8,9,246.4,kuning
2023-06-07,55.6,10,259.1,kuning
2023-06-08,46.4,11,257.5,kuning
2023-06-09,43.5,12,274.3,kuning
2023-06-10,38.6,12,294.7,kuning
2023-06-11,25.0,12,290.0,merah
2023-06-12,3.7,12,295.2,merah
2023-06-13,0.6,11,295.6,merah
2023-06-14,11.5,10,302.6,kuning
2023-06-15,15.5,9,318.1,kuning
2023-06-16,17.9,8,336.2,kuning
2023-06-17,11.9,7,335.7,kuning
2023-06-18,16.9,6,339.7,kuning
2023-06-19,10.7,5,345.3,kuning
2023-06-20,31.4,4,354.7,kuning
2023-06-21,40.9,3,384.9,hijau
2023-06-22,50.3,3,406.0,hijau
2023-06-23,65.4,3,404.5,hijau
2023-06-24,65.5,3,409.6,hijau
2023-06-25,56.0,3,409.4,hijau
2023-06-26,61.4,3,405.2,hijau
2023-06-27,93.3,3,404.5,hijau
2023-06-28,83.4,3,387.3,hijau
2023-06-29,85.2,3,387.2,hijau
2023-06-30,75.0,3,379.3,hijau
2023-07-01,65.4,3,367.9,hijau
2023-07-02,44.3,3,342.6,hijau
2023-07-03,44.8,3,343.1,hijau
2023-07-04,58.0,2,368.5,hijau
2023-07-05,78.2,2,377.7,hijau
2023-07-06,79.3,2,378.4,hijau
2023-07-07,91.7,2,362.4,hijau
2023-07-08,84.5,2,351.8,hijau
2023-07-09,71.8,2,343.4,hijau
2023-07-10,62.1,2,329.8,hijau
2023-07-11,71.2,2,338.1,hijau
2023-07-12,44.2,2,324.9,hijau
2023-07-13,44.7,3,347.7,hijau
2023-07-14,54.3,4,350.3,hijau
2023-07-15,52.1,5,348.5,hijau
2023-07-16,66.5,6,348.7,hijau
2023-07-17,82.2,6,384.0,hijau
2023-07-18,81.7,6,383.1,hijau
2023-07-19,75.0,6,371.7,hijau
2023-07-20,86.1,6,389.8,hijau
2023-07-21,61.3,6,371.0,hijau
2023-07-22,48.7,6,369.2,hijau
2023-07-23,48.2,6,382.8,hijau
2023-07-24,43.0,6,382.0,hijau
2023-07-25,25.9,6,370.5,kuning
2023-07-26,24.1,6,369.2,kuning
2023-07-27,31.4,6,377.3,kuning
2023-07-28,39.2,6,400.1,hijau
2023-07-29,66.4,6,412.6,hijau
2023-07-30,73.4,6,411.3,hijau
2023-07-31,75.9,6,419.5,hijau
2023-08-01,64.2,6,415.3,hijau
2023-08-02,53.5,6,408.0,hijau
2023-08-03,33.0,6,395.5,kuning
2023-08-04,30.3,5,418.4,kuning
2023-08-05,39.1,4,416.3,hijau
2023-08-06,54.2,3,425.7,hijau
2023-08-07,80.3,2,430.8,hijau
2023-08-08,78.7,2,443.5,hijau
2023-08-09,80.8,2,464.6,hijau
2023-08-10,81.8,3,450.4,hijau
2023-08-11,103.3,3,446.4,hijau
2023-08-12,80.2,3,450.7,hijau
2023-08-13,75.6,3,455.5,hijau
2023-08-14,93.3,3,449.6,hijau
2023-08-15,88.9,3,449.1,hijau
2023-08-16,67.4,3,419.8,hijau
2023-08-17,81.4,4,426.2,hijau
2023-08-18,85.3,4,439.3,hijau
2023-08-19,66.9,4,424.1,hijau
2023-08-20,59.5,4,442.2,hijau
2023-08-21,56.9,4,438.3,hijau
2023-08-22,65.4,4,438.6,hijau
2023-08-23,73.7,4,463.4,hijau
2023-08-24,66.7,4,462.5,hijau
2023-08-25,74.3,4,472.7,hijau
2023-08-26,69.4,4,465.0,hijau
2023-08-27,47.2,4,454.5,hijau
2023-08-28,49.3,4,447.1,hijau
2023-08-29,80.5,3,452.3,hijau
2023-08-30,72.8,2,453.0,hijau
2023-08-31,74.5,2,447.0,hijau
2023-09-01,76.3,2,466.6,hijau
2023-09-02,80.9,2,457.9,hijau
2023-09-03,76.5,2,429.7,hijau
2023-09-04,73.1,2,447.7,hijau
2023-09-05,74.9,2,440.2,hijau
2023-09-06,100.2,2,445.3,hijau
2023-09-07,90.7,2,428.8,hijau
2023-09-08,65.8,2,406.0,hijau
2023-09-09,80.6,2,420.2,hijau
2023-09-10,76.7,2,425.6,hijau
2023-09-11,55.8,2,408.2,hijau
2023-09-12,59.4,2,415.7,hijau
2023-09-13,67.7,2,428.4,hijau
2023-09-14,82.0,2,428.2,hijau
2023-09-15,85.9,2,444.8,hijau
2023-09-16,93.7,2,469.5,hijau
2023-09-17,109.4,2,466.2,hijau
2023-09-18,105.3,2,462.2,hijau
2023-09-19,89.9,2,443.7,hijau
2023-09-20,83.5,2,434.6,hijau
2023-09-21,81.3,2,438.8,hijau
2023-09-22,57.4,3,429.2,hijau
2023-09-23,56.4,4,433.1,hijau
2023-09-24,54.7,4,427.5,hijau
2023-09-25,51.4,4,445.2,hijau
2023-09-26,59.2,4,457.3,hijau
2023-09-27,60.1,4,466.8,hijau
2023-09-28,57.9,4,465.8,hijau
2023-09-29,67.4,4,476.2,hijau
2023-09-30,67.8,4,481.8,hijau
2023-10-01,55.0,4,479.5,hijau
2023-10-02,51.8,4,490.1,hijau
2023-10-03,52.8,4,505.9,hijau
2023-10-04,45.6,4,498.7,hijau
2023-10-05,60.3,3,505.3,hijau
2023-10-06,63.1,2,512.3,hijau
2023-10-07,77.6,1,523.7,hijau
2023-10-08,88.1,1,532.0,hijau
2023-10-09,88.5,2,538.1,hijau
2023-10-10,95.9,2,538.3,hijau
2023-10-11,117.1,2,533.4,hijau
2023-10-12,110.0,2,526.1,hijau
2023-10-13,101.6,2,513.8,hijau
2023-10-14,97.5,2,511.2,hijau
2023-10-15,75.7,2,489.9,hijau
2023-10-16,63.0,2,469.4,hijau
2023-10-17,72.3,2,468.1,hijau
2023-10-18,76.2,2,465.6,hijau
2023-10-19,73.8,2,466.5,hijau
2023-10-20,94.1,2,478.8,hijau
2023-10-21,99.8,2,478.4,hijau
2023-10-22,95.1,2,471.9,hijau
2023-10-23,89.1,2,467.1,hijau
2023-10-24,103.4,2,469.3,hijau
2023-10-25,88.1,2,456.5,hijau
2023-10-26,81.4,2,445.5,hijau
2023-10-27,83.4,2,437.5,hijau
2023-10-28,98.1,2,453.9,hijau
2023-10-29,89.9,2,434.5,hijau
2023-10-30,91.2,3,426.5,hijau
2023-10-31,87.9,3,410.8,hijau
2023-11-01,85.4,3,407.3,hijau
2023-11-02,78.9,3,410.3,hijau
2023-11-03,84.9,3,409.3,hijau
2023-11-04,93.3,3,423.5,hijau
2023-11-05,84.1,3,442.0,hijau
2023-11-06,79.9,3,427.1,hijau
2023-11-07,70.0,3,412.9,hijau
2023-11-08,61.7,3,415.4,hijau
2023-11-09,47.5,3,420.1,hijau
2023-11-10,53.2,3,415.8,hijau
2023-11-11,52.0,3,417.2,hijau
